word_count,lemma,sentence,english_sentence
20,expresaba,No soy político soy un servidor público así se expresaba don efraín cuando se le preguntaba por su carrera política.,I'm not a politician. I'm a public servant. That's how Don Efraín expressed himself when he was asked about his political career.
20,facilitan,Las redes sociales en general y facebook en particular facilitan el intercambio de información interacción y colaboración entre los usuarios.,Social networks in general and facebook in particular facilitate the exchange of information interaction and collaboration between users.
20,contestan,Normalmente se contestan las preguntas complementarias precisamente en este momento se acaba de contestar una pregunta complementaria de la pregunta.,"The supplementary questions are usually answered precisely at this moment, a supplementary question to the question has just been answered."
20,practicaba,Sr rowe estaba usted al tanto de que su amante practicaba el modo de sadomasoquismo con cuerdas japonés llamado shibari.,Mr. Rowe was aware that his lover was practicing the Japanese stringed sadomasochism called shibari.
20,inusuales,Tú y tu hermana comparten algunos rasgos de personalidad inusuales que podrían ser vistos como fuera de la norma social.,You and your sister share some unusual personality traits that could be viewed as outside the social norm.
20,contempló,Y al concluir de leer la carta se incorporó antonio contempló al viejo que le miraba irónica y afectuosamente y.,And at the end of reading the letter he incorporated antonio looked at the old man who looked at him ironically and affectionately and.
20,disputará,Daniel juncadella el español disputará su primera carrera en el dtm con mercedes tras haber participado en la fórmula euroseries.,Daniel juncadella the Spanish will play his first race in the dtm with mercedes after having participated in the formula euroseries.
20,ces,Ces dictamen sobre la acción comunitaria en el sector del turismo comunicación de la comisión al consejo doc com final.,Ces Opinion on Community action in the tourism sector Communication from the Commission to the Council Doc.
19,vine,Me dijeron que la srta welles tenía un amorío y vine aquí porque pensé que usted quizás sabía algo.,I was told that Miss Welles had an affair and I came here because I thought you might know something.
19,hagan,Esperamos que todas las partes hagan todo lo posible por asegurar que los perpetradores sean llevados ante la justicia.,We hope that all parties will do their utmost to ensure that the perpetrators are brought to justice.
19,ciertos,Se caracterizaron por ciertos elementos estilísticos diferentes al resto de los grupos de la época armonías vocales sonido pop.,They were characterized by certain stylistic elements different from the rest of the groups of the time vocal harmonies pop sound.
19,presentan,Las reclamaciones de discriminación en el empleo también se presentan a veces a la unión nacional de mujeres eritreas.,Complaints of discrimination in employment are also sometimes submitted to the National Union of Eritrean Women.
19,cambian,Qué hay sobre que static x nunca cambia el grupo discute ciertas cosas que nunca cambian a su alrededor.,What about that static x never changes the group discusses certain things that never change around it.
19,mostraba,Muchas veces los marineros estaban en peligro debido a que la flecha de la brújula no mostraba el camino.,Many times the sailors were in danger because the compass arrow did not show the way.
19,recordará,Se recordará también que la asamblea general proclamó al año año de las naciones unidas del diálogo entre civilizaciones.,It will also be recalled that the General Assembly proclaimed the year of the united nations of dialogue among civilizations.
19,cabos,Bahía una parte del océano o mar de poca extensión encerrado por puntas o cabos de tierra véase golfo.,Bay a part of the ocean or shallow sea enclosed by ends or ends of land see Gulf.
19,expresan,Expresan su satisfacción por la elección de los nuevos miembros de la mesa a quienes aseguran su plena cooperación.,They express their satisfaction at the election of the new members of the Bureau to whom they assure their full cooperation.
19,lograba,Según mi opinión se lograba por medio de una plancha surgió una discusión entre el público acerca de la.,In my opinion it was achieved by means of a plate a discussion arose among the public about it.
19,permanecía,La intérprete permanecía con los autores tras cada audiencia y ni los autores ni el abogado expusieron ninguna queja.,"The interpreter remained with the complainants after each hearing, and neither the complainants nor counsel lodged any complaints."
19,planeó,Es la misma cita que planeó la primera noche que él y deb tú tuvieron s e x o.,It's the same date he planned on the first night he and you should have had s e x o.
19,determinan,La altura reguladora máxima y el número máximo de plantas se determinan en el plano de volumetría planta núm.,The maximum regulatory height and the maximum number of plants are determined in the plan of volumetry plant No.
19,indicando,Astraham y looseiy compartían ciertos síntomas del sdv indicando que ia proximidad a sitios o víctimas podría estar relacionada.,Astraham and looseiy shared certain symptoms of sdv indicating that proximity to sites or victims might be related.
19,acercas,A veces en estos grandes hoteles te acercas a extranjeras que tal vez necesiten un intérprete o un guía.,Sometimes in these big hotels you get close to foreigners who may need an interpreter or a guide.
19,aprovechan,Los delitos se cometen como actos de desesperación o son obra de delincuentes que se aprovechan de los pobres.,Crimes are committed as acts of despair or are the work of criminals who take advantage of the poor.
19,saltan,Veo que antes de dominar un nuevo tema en este caso el subjuntivo ya saltan con que no sirve.,I see that before mastering a new subject in this case the subjunctive already jumps with which it does not serve.
19,carteras,Este hecho se deduce de la falta de informes sobre delitos como extorsión amenazas asesinato o robo de carteras.,This follows from the lack of reports of crimes such as extortion of threats of murder or theft of wallets.
19,andamos,Ya que andamos por ese camino yo no puedo creer que mi vida gire en torno a un hombre.,"Since we're walking that way, I can't believe my life revolves around a man."
19,renunciando,Finalmente la fda fue obligada re integrar en el cargo a este concienzudo veterinario pero finalmente terminó renunciando descorazonado.,Finally the fda was forced to re-enter the position of this conscientious veterinarian but finally ended up giving up disheartened.
18,puso,Entonces se puso en contacto me dijo que tenía una hija de años de la que nunca supe.,Then he got in touch with me and told me he had a year-old daughter I never knew about.
18,casas,Si cuidados infantiles dejara a los niños así no necesitarían casas de adopción y eso les daría tristeza.,"If child care left the children like this, they would not need adoption homes and that would make them sad."
18,pagará,El resto se pagará cuando se efectúe el mismo pago para el programa anual de que se trate.,The remainder shall be paid when the same payment is made for the annual programme concerned.
18,aplicando,Eliminación de las consecuencias de los actos de violencia contra mujeres aplicando medidas de readaptación física y psicológica.,Elimination of the consequences of acts of violence against women through physical and psychological rehabilitation measures.
18,avanzó,El vehículo de gemayel avanzó un poco cuesta arriba con declive leve y fue bloqueado por otro vehículo.,The gemayel vehicle advanced slightly uphill with slight decline and was blocked by another vehicle.
18,unirá,Este esclavo amarillo unirá y romperá toda fé bendecirá al maldito y hara dorada a la lívida lepra.,This yellow slave will unite and break every faith will bless the damned and make the living leprosy golden.
18,resultando,Resultando que el índice de precios al consumo antes aludido alcanzó el el exceso se concreta en un.,"As a result, the consumer price index referred to above reached the excess in one."
18,autonomías,La jd era un modelo español importado de parís magnífica expresión del pce pero sin proyecto de autonomías.,The jd was a Spanish model imported from Paris magnificent expression of the pce but without project of autonomies.
18,cuidan,Si no cuidan de sí mismos aumentarán de peso y tendrán un montón de otras enfermedades para tratar.,If they don't take care of themselves they will gain weight and have plenty of other illnesses to treat.
18,relacionar,E indivisibilidad significa también relacionar derechos políticos con derechos sociales y económicos en esta era de la globalización.,And indivisibility also means linking political rights with social and economic rights in this era of globalization.
18,comparando,No hay mejor manera de probar ésto que comparando historias de amor de tres períodos distintos de tiempo.,There's no better way to prove this than comparing love stories from three different periods of time.
18,colgaba,Nate repartió células quemador para todo tipo de personas tíos sin hogar cualquiera que colgaba en las calles.,Nate distributed burner cells to all kinds of homeless guys who hung up on the streets.
18,entrenó,A continuación inició una aventura en arabia saudí en el al ahli al que entrenó durante un año.,He then began an adventure in Saudi Arabia in the al ahli he trained for a year.
18,emitiendo,Se implanta bajo la piel del niño emitiendo una pequeña descarga eléctrica siempre que diga una palabra obscena.,It is implanted under the child's skin by emitting a small electrical shock whenever it says an obscene word.
18,deseó,Hace más de años un gran ciudadano deseó que el cinco de noviembre quedara grabado en nuestra memoria.,"More than years ago, a great citizen wished that November 5 was recorded in our memory."
18,demostrará,Demostrará que no se han superado los requisitos en materia de consumo de energía presentando los documentos correspondientes.,It shall demonstrate that the energy consumption requirements have not been exceeded by submitting the relevant documents.
18,desayunos,Y de hecho está justo al lado de ese sitio de desayunos que te gusta en el centro.,And it's actually right next to that breakfast place you like downtown.
18,investigaba,Minepast un blog en solitario donde compartía interesantes retazos de historia que descubría mientras investigaba para sus novelas.,Minepast a solo blog where he shared interesting pieces of history that he discovered while researching for his novels.
18,proporcionaba,Desde el punto de vista de la política general el principio de libertad de tránsito proporcionaba ese acceso.,"From the point of view of general policy, the principle of freedom of transit provided such access."
18,vanguardias,Senante fernando recuperar las vanguardias la poesía canaria de los ochenta en diario de avisos de junio de.,Senante fernando recover the avant-gardes the Canarian poetry of the eighties in June ad diary.
17,sido,Tamer abdo amin colgó el video que ha sido visto veces en facebook con el siguiente comentario.,Tamer abdo amin posted the video that has been seen on facebook times with the following comment.
17,hubiera,Si hubiera una forma de hacerlo con un poco más de dignidad algo de brillo y sustancia.,"If there was a way to do it with a little more dignity, some brightness and substance."
17,recordó,Sonriendo amablemente para enmascarar una sensación familiar de desesperación sarah se recordó el pensar como una antropóloga.,Smiling kindly to mask a familiar sense of despair Sarah remembered thinking as an anthropologist.
17,consideró,En el caso que nos ocupa se consideró que no existía este riesgo de influencia o coordinación.,"In the present case, it was considered that there was no such risk of influence or coordination."
17,empleos,En la crisis de hoy reside la oportunidad de mañana oportunidad económica medida en empleos y crecimiento.,In today's crisis lies tomorrow's opportunity for economic opportunity measured in jobs and growth.
17,intentará,Sabe he leído que si notan la debilidad en el líder intentará matarle y apoderarse del mando.,"You know, I read that if you notice the weakness of the leader, you'll try to kill him and take over command."
17,olvidando,Creo que te estás olvidando que estás rodeado de un montón de daleks muy viejos y enojados.,"I think you're forgetting that you're surrounded by a lot of very old, angry Daleks."
17,aumentan,La falta de motivación y la motivación extrínseca aumentan la motivación y el interés intrínsecos interiorizados disminuyen.,Lack of motivation and extrinsic motivation increase intrinsic internalized motivation and interest decrease.
17,celebran,Se celebran reuniones anuales de estos clubes y se premian a aquellos que tienen un desempeño destacado.,Annual meetings of these clubs are held and those with outstanding performance are rewarded.
17,reduciendo,El número de intérpretes disponible en los mercados local e internacional es limitado y se está reduciendo.,The number of interpreters available in local and international markets is limited and is decreasing.
17,rechazan,Los estudios muestran que si una candidata es muy bonita o muy simple los votantes la rechazan.,Studies show that if a candidate is very pretty or very simple voters reject her.
17,aceptaba,El de junio de becromal contestó que aceptaba los precios ofrecidos durante los últimos nueve meses de.,On June becromal replied that it accepted the prices offered during the last nine months of.
17,trabajará,En todos los casos de las excepciones se trabajará de manera rotativa sábados de cada como máximo.,In all cases of exceptions it will be worked on a rotating way Saturdays of each maximum.
17,añadiendo,El precio no perjudicial se obtuvo añadiendo el citado margen de beneficio del al coste de producción.,The non-injurious price was obtained by adding the above-mentioned profit margin to the cost of production.
17,volamos,Tan pronto el capitán decidió devolverle las cosas caminamos a los transbordadores y volamos como el viento.,"As soon as the captain decided to return things, we walked to the shuttles and flew like the wind."
17,invitando,Pensaba que te sorprendería invitando a vanessa a la fiesta de esta noche y los encuentro aquí.,I thought I'd surprise you by inviting vanessa to tonight's party and finding them here.
17,comprendemos,En segundo lugar diré que comprendemos perfectamente las dificultades a que tiene que hacer frente la presidencia.,"Secondly, we fully understand the difficulties facing the presidency."
17,disfrutamos,Australia expresa su aprecio por la estrecha y productiva relación de trabajo que disfrutamos con el sr.,Australia expresses its appreciation for the close and productive working relationship we enjoyed with Mr.
17,planteaba,Se señaló también que ese criterio planteaba la cuestión de la persona que debía determinar lo antedicho.,It was also pointed out that such an approach raised the question of the person to determine the above.
17,parlamentos,Varios parlamentos regionales y el congreso de los diputados de españa han apoyado y apoyan esta decisión.,Several regional parliaments and the congress of the Spanish Members have supported and supported this decision.
16,sean,Y uh y fue escrito el litigios y dijo dijo sean se no se ve bien.,And uh and the litigation was written down and said be it doesn't look good.
16,estaré,Si no lo hicieran estaré obligado a considerar su presencia aquí como un acto de guerra.,"If they don't, I'll be obliged to consider your presence here as an act of war."
16,bienes,Qué tipos de bienes y servicios compró por conducto de la internet en los últimos meses.,What types of goods and services you bought through the internet in recent months.
16,llegaba,Porque caramba yo salía de la feria mediodía llegaba a casa a las de la noche.,Because I was going out of the fair at noon I was coming home at night.
16,jugamos,Mi novio y yo jugamos un juego en el que nos decíamos secretos bajo el agua.,My boyfriend and I played a game where we were telling each other underwater secrets.
16,conferencias,También ha aumentado la frecuencia y periodicidad de sus conferencias y publicaciones para niños y jóvenes.,It has also increased the frequency and periodicity of its conferences and publications for children and young people.
16,ayudan,Febrero del ayudan a los medios a saltarse las restricciones de los gobiernos del medio oeste.,February helps the media to bypass the restrictions of the governments of the Midwest.
16,informaciones,Por lo tanto salvo que tenga su señoría informaciones más recientes este problema habría quedado resuelto.,"Therefore, unless your honor has more recent information, this problem would have been solved."
16,insoportable,La verdad es que se está haciendo tan insoportable que no puedo ni visitar mis pacientes.,"The truth is, it's getting so unbearable that I can't even visit my patients."
16,existente,Se sostiene que la situación existente en las cárceles se debe a la política de drogas.,It is argued that the situation in prisons is due to drug policy.
16,veían,Los ex presidentes kaunda y banda que estuvieron presentes se veían más saludables y en forma.,Former presidents Kaunda and band who were present looked healthier and fit.
16,matamos,Los matamos para comida de mascotas para hacer solvente por dios entonces dónde queda su nobleza.,We kill them for pet food to make solvent by god then where their nobility remains.
16,comenzará,Art la presente comenzará a regir el día siguiente a su publicación en el boletín oficial.,This article shall begin to apply on the day following its publication in the official gazette.
16,fábricas,En cuanto a él en todas las fábricas del norte de italia tenía intereses muy considerables.,As for him in all the factories in northern Italy he had very considerable interests.
16,campañas,Me entristece comprobar que a pesar de las campañas existen tantas personas que empiezan a fumar.,I am saddened to see that despite the campaigns there are so many people who start smoking.
16,indígena,En diciembre de se recibió la noticia del asesinato de un conocido líder indígena el sr.,"In December, news was received of the murder of a well-known indigenous leader, Mr."
16,parlamentario,Resolución del parlamento europeo sobre los trabajos de la comisión de peticiones en el ejercicio parlamentario.,Parliament resolution on the work of the Committee on Petitions in the parliamentary exercise.
16,incluidos,El éxito del desarrollo depende del uso de todos los recursos disponibles incluidos los recursos humanos.,"The success of development depends on the use of all available resources, including human resources."
16,prevista,Revisión de las remuneraciones para el año prevista en el punto de la disposición final primera.,Revision of remuneration for the year provided for in the first final provision.
16,administrativa,La división administrativa de la ciudad de río turbio se divide en barrios los cuales son.,The administrative division of the cloudy river city is divided into neighborhoods which are.
15,poder,Un arcángel más el poder de dios no puede superar a la hermana de dios.,An archangel plus God's power cannot overcome God's sister.
15,dices,Que sucede en dilwale piensas algo dices otra cosa es una gran escena mira eso.,What happens in Dilwale you think something else you say is a big scene look at that.
15,esté,Y ahora asegúrese de que nuestro cliente esté bien porque no podemos permitirnos llegar tarde.,And now make sure our client's okay because we can't afford to be late.
15,vea,Y él jura que la próxima persona que vea morir será inteligente rica y blanca.,And he swears that the next person he sees die will be smart rich and white.
15,fuimos,Horas antes de que te subieras a la carreta en la que fuimos a laramie.,Hours before you got on the wagon where we went to laramie.
15,puedan,Claro hay algo que puedan hacer para ayudarte en cuanto al volumen o la mezcla.,"Of course, there's something they can do to help you with volume or mix."
15,querer,Te voy a tratar tan bien que no vas a querer que me vaya jamás.,I'm gonna treat you so well you're never gonna want me to leave.
15,vuelven,E incluso es posible que las escuchen eso por supuesto si me vuelven a invitar.,And you might even hear that of course if you invite me back.
15,buscado,Además los trabajadores del s que enfermaron y han buscado ayuda gubernamental han sido rechazados.,In addition the workers of the s who have sickened and sought government help have been rejected.
15,posteriormente,Posteriormente se recibieron respuestas de todas las partes a excepción de la cámara de comercio.,Replies were subsequently received from all parties except the Chamber of Commerce.
15,toman,Hidroclorotiazida se han descrito adicionalmente los siguientes efectos adversos en pacientes que toman hidroclorotiazida sóla.,The following side effects have been further reported in patients taking hydrochlorothiazide alone.
15,candidatos,En la sala de espera los candidatos a prepararse para la presentación de sus vidas.,In the waiting room candidates to prepare for the presentation of their lives.
15,establece,El cómputo de plazos relativos a la libertad del imputado se establece en el artículo.,The calculation of time limits relating to the liberty of the accused is set out in the article.
15,textos,El objetivo es garantizar que los textos se ajustan a las reglas del mercado interior.,The aim is to ensure that the texts comply with the rules of the internal market.
15,alcanzado,Estás destinado a ser alcanzado por un rayo vivirás hasta el fin de los tiempos.,You are destined to be struck by lightning you will live to the end of time.
15,acercó,Viví con ella un par de meses y nadie se le acercó aparte de mí.,I lived with her for a couple of months and no one came near her other than me.
15,inmediata,Su mandato comenzará de forma inmediata y finalizará el de agosto de banco central europeo.,Its term of office will begin immediately and end on August as a European central bank.
15,zapato,Entonces se dio cuenta de que la marca de su zapato estaría en el cuerpo.,Then he realized that the mark of his shoe would be on the body.
15,respaldo,El resultado es algo que puede contar con el respaldo de la mayoría de nosotros.,The result is something that can count on the support of most of us.
15,reformas,En algunos estados miembros ya se han realizado reformas en los sistemas de educación profesional.,In some Member States reforms have already been made to vocational education systems.
14,van,Mira j d corren tiempos complicados y más complicados que se van a poner.,Look j d these times are complicated and more complicated than they're going to get.
14,encontró,Mi doctora hizo algunas pruebas y ella encontró algo que nunca antes había visto.,My doctor did some tests and she found something she'd never seen before.
14,sepa,Solo te pedimos que hagas un par de llamadas quizás alguien sepa dónde está.,We're just asking you to make a couple of calls. Maybe someone knows where he is.
14,cuya,Reglamento cuya última modificación la constituye el reglamento ce no do l de p.,Regulation as last amended by Council Regulation (EC) No 396/95.
14,ciudades,En el año nuevo infiltraremos todas las ciudades y las atacaremos al mismo tiempo.,In the New Year we will infiltrate all the cities and attack them at the same time.
14,saldrá,Te da un besito en ia frente y te dice que todo saldrá bien.,He gives you a little kiss in front of you and tells you everything will be fine.
14,dejamos,Dejamos que la arena se pose y usamos el agua limpia de la superficie.,We let the sand posses and use the clean water from the surface.
14,éstas,Habla de las emisiones éstas son transitorias en las lenguas de signos desaparecen rápidamente.,It talks about broadcasts which are transitory in sign languages disappear quickly.
14,cuarenta,Has puesto un micro de cuarenta mil dólares en la cara de ese hombre.,"You put a $40,000 wire on that man's face."
14,informes,Informes presentados por los estados partes de conformidad con el artículo de la convención.,Reports submitted by States parties in accordance with article of the convention.
14,f,En el artículo apartado la letra f se sustituye por el texto siguiente f.,"in Article 1(1), point (f) is replaced by the following:"
14,artículos,El proyecto de artículo define el ámbito de aplicación del presente proyecto de artículos.,The draft article defines the scope of application of the present draft articles.
14,espacial,Bueno creo que la próxima vez que te vea estarás en tu traje espacial.,"Well, I think the next time I see you, you'll be in your space suit."
14,consiste,Consiste en capturar o englobar algo que me falta es una manera de encontrar.,It's about capturing or embracing something I'm missing is a way to find.
14,sede,Celebrada en la sede nueva york el jueves de octubre de a las horas.,"Held at the new york headquarters on Thursday, October, at the same time."
14,efe,Se ha detectado campylobacter en la mayor parte efe las aves prestas para cocinar.,Campylobacter has been detected in most of the birds lent for cooking.
14,técnicos,Las siguientes categorías profesionales se podrán encontrar únicamente en el grupo profesional de técnicos.,The following professional categories may be found only in the professional group of technicians.
14,alcanza,El tiempo es más lento si es que alcanza la velocidad de la luz.,Time is slower if it reaches the speed of light.
14,conveniente,Es conveniente aumentar la duración de la protección del derecho de autor a años.,It is desirable to increase the duration of copyright protection to years.
14,organismos,Ha ido perdiendo poderes a favor de la unión europea y otros organismos internacionales.,It has been losing power in favour of European Union and other international bodies.
13,actividades,Gestión de las estadísticas y de las actividades de registro en la sede.,Management of statistics and registration activities at headquarters.
13,saliendo,Bueno está el pequeño asunto de que actualmente estamos saliendo con otras personas.,"Well, there's the little thing that we're actually dating other people."
13,pasará,Tienes una idea de lo que pasará cuando empiecen a revivir su pasado.,You have an idea what will happen when they start reviving their past.
13,industria,Para que pudiera llevar a la industria de la música en el futuro.,So that I could lead to the music industry in the future.
13,completa,Amor mío nunca tuve ia sensación de completa soledad hasta que te fuiste.,"My love, I never had a feeling of complete loneliness until you left."
13,acabas,Qué es lo que acabas de salir de la cárcel o algo amigo.,"What did you just get out of jail or something, buddy?"
13,presentar,Se invita a presentar resúme nes a más tardar el de octubre de.,Summaries are invited by October at the latest.
13,constitución,Por lo tanto esperamos que la constitución europea sea aprobada lo antes posible.,We therefore hope that the European constitution will be adopted as soon as possible.
13,trabajaba,Qué ha sido de aquel chico que trabajaba en la oficina con usted.,What happened to that guy who worked in the office with you.
13,adecuado,Me di cuenta de que el truco estaba en elegir el momento adecuado.,I realized that the trick was to choose the right time.
13,funciones,Son funciones específicas de la comisión de coordinación de prevención de riesgos laborales.,These are specific functions of the coordination commission on occupational risk prevention.
13,vivido,Etnonces has vivido una larga vida amigo no mucha gente lo ha hecho.,Ethnonces you've lived a long life friend not many people have.
13,altos,Aquí la demanda del gobierno de mano de obra mantiene altos los salarios.,Here the government's demand for labor keeps wages high.
13,diversas,Se hicieron diversas sugerencias sobre la forma de resolver algunas de las deficiencias.,Several suggestions were made on how to address some of the shortcomings.
13,dicha,La comisión consultiva pide que se facilite dicha información a la quinta comisión.,The Advisory Committee requests that this information be provided to the Fifth Committee.
13,procesos,A la capacidad de creación de nuevos procesos contenidos y formas de negocio.,To the ability to create new processes content and forms of business.
13,pecado,La gente piensa que el pecado no se paga se paga sí señor.,People think that sin is not paid is paid yes sir.
13,tíos,No lo sé pero esos tíos no deberían ser tan difíciles de rastrear.,"I don't know, but those guys shouldn't be that hard to track."
13,entrado,Bien parece que vosotros habéis entrado un poco más deprisa que los demás.,Looks like you guys got in a little faster than everybody else.
13,ayudarnos,Él va a ayudarnos a obtener el control de la sala de guerra.,He's gonna help us get control of the war room.
12,hacer,No sé lo que vamos a hacer con todo esto pero toma.,"I don't know what we're gonna do with all this, but take it."
12,tan,Es porque has descubierto que las cosas no me van tan bien.,It's because you found out things aren't going so well for me.
12,uno,Usted no es uno de ellos y ellos no quieren que usted.,You're not one of them and they don't want you.
12,quiere,Si quiere ayudar a su hija va a tener que ser paciente.,"If you want to help your daughter, you're gonna have to be patient."
12,saber,No hemos tenido tiempo para saber lo que este pequeño niño vio.,We haven't had time to know what this little boy saw.
12,vaya,Cada vez que ella se vaya temprano sabrás que es por él.,"Every time she leaves early, you'll know it's for him."
12,ello,Hay algo más pero tengo que pensar en ello un poco más.,There's something else but I have to think about it a little bit more.
12,dejar,No puedo dejar a mi madre y mi hermana solas con él.,I can't leave my mother and sister alone with him.
12,niño,Creo que estabas diciendo que no al niño que una vez fuiste.,I think you were saying no to the kid you once went to.
12,debes,No le debes decir a nadie que te puse en el camino.,You mustn't tell anyone I put you on the road.
12,queda,Lo único que me queda por hacer es contarle a la policía.,All I have left to do is tell the police.
12,oficial,Así que sea lo que sea no coincide con la historia oficial.,So whatever it is doesn't match the official story.
12,aun,Aun así no tan diferente por haber matado tantos de tu raza.,Still not so different for killing so many of your race.
12,pone,Mi mañana comienza como cualquier otra pero muy pronto se pone extraña.,My morning starts like any other but soon it gets weird.
12,entra,Por el telescopio cuando entra y sale de la tienda de yogurt.,By the telescope when he comes in and out of the yogurt store.
12,llevó,Sólo que la señora vino y se la llevó hace dos días.,Only the lady came and took her away two days ago.
12,muestra,Éste es un momento una muestra de lo que tendrás algún día.,This is a moment of what you'll have someday.
12,operación,Es una operación encubierta no te puedo decir nada más que eso.,It's a covert operation. I can't tell you anything more than that.
12,agradable,Es agradable estar lejos de las tiendas y la gente y eso.,It's nice to be away from shops and people and that.
12,española,El orden sucesorio está regulado por el artículo de la constitución española.,The successor order is regulated by the article of the Spanish constitution.
11,ser,La modificación mencionada ha de ser aprobada por el congreso nacional.,The aforementioned amendment must be approved by the national congress.
11,han,Mire usted y los de su clase han expoliado nuestros valles.,"Look, you and your kind have plundered our valleys."
11,fuera,Se prohíbe pescar fuera de los períodos hábiles para la pesca.,Fishing outside working periods for fishing is prohibited.
11,vas,Cómo puedo saber que vas a regresar la pluma a este.,How can I know you're going to return the pen to this one?
11,días,No eres tú la que hablaba con ella todos los días.,You're not the one who talked to her every day.
11,buenas,Así que usted quiere las buenas noticias o las malas noticias.,So you want the good news or the bad news.
11,único,Bueno entonces bill debes ser el único porqué todos vendemos algo.,Well then bill you must be the only one because we all sell something.
11,tomar,Por que venir aquí a tomar el té y los snacks.,Why come here for tea and snacks.
11,ante,Todas las personas son iguales ante la ley y en consecuencia.,All persons are equal before the law and accordingly.
11,suficiente,Quieres decir que no sabes si yo sería suficiente para ti.,You mean you don't know if I'd be enough for you.
11,ropa,No puedo dejar que mi marido vaya con la ropa sucia.,I can't let my husband go in dirty clothes.
11,necesario,No es necesario que se le digas lo buena que eres.,You don't have to tell her how good you are.
11,llegado,Creo que ha llegado el momento de hablar con su padre.,I think it's time to talk to your father.
11,estuve,Estuve a millas de francia junto a extraños de la guerra.,I was miles from france with strangers from the war.
11,conocido,No creo haber conocido a nadie que viva en un faro.,I don't think I've met anyone who lives in a lighthouse.
11,especialmente,Especialmente para alguien que en realidad no ha pensado en ello.,Especially for someone who hasn't really thought about it.
11,primeros,Quiero un registro del alcance en los primeros metros para mañana.,I want a record of the range in the first meters by tomorrow.
11,natural,No te rías pero me gustaría trabajar en una reserva natural.,"Don't laugh, but I'd like to work on a nature reserve."
11,estuviera,No pensé que estuviera tan loca como para matar a alguien.,I didn't think she was crazy enough to kill someone.
11,importantes,Todos los hombres importantes tienen a alguien para escribir su auto.,All important men have someone to write their car.
10,está,Sé que ella está arrepentida de todo lo que pasó.,I know she's sorry about everything that happened.
10,ha,Me ha dicho que te diga que le ha encantado.,He told me to tell you he loved it.
10,tiene,Tienes razón esta vez jamie tiene que quedarse en casa.,You're right this time Jamie has to stay home.
10,tienes,Es todo lo que tienes para decir no lo sé.,That's all you have to say I don't know.
10,desde,Sé lo que parece así que les digo desde ahora.,"I know what it looks like, so I'm telling you from now on."
10,tener,Una cosa buena de tener la peor habitación del campus.,A good thing about having the worst room on campus.
10,buen,Creo que es vieja escuela no en el buen sentido.,I think it's old school not in a good way.
10,visto,Me eres familiar me parece haberte visto en alguna parte.,You're familiar to me. I seem to have seen you somewhere.
10,crees,Por qué te crees que me voy a casar contigo.,Why do you think I'm marrying you?
10,cierto,Creo que ya has dicho suficiente ya no es cierto.,I think you've said enough is no longer true.
10,esos,Una gran oportunidad se ha hecho posible en esos años.,A great opportunity has become possible in those years.
10,cualquier,Sólo hice lo que cualquier persona haría en esta situación.,I just did what anyone would do in this situation.
10,cuatro,En mi casa mañana a las cuatro de la tarde.,At my place tomorrow at 4:00 p.m.
10,sola,No puedo decir que no me sentí sola sin ti.,I can't say I wasn't lonely without you.
